2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H0543,Local CCP,"UHC OF CALIFORNIA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",75%,68%,92%,93%,65%,73%,66%,79%,50%,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22%,67%,93%,81%,61%,61%,73%,34%,57%,11%,86%,77%,87%,84%,86%,85%,0.24,0,7%,Medicare shows only a Star Rating for this topic,86%,90%,94%
H0544,Local CCP,CAREMORE HEALTH PLAN,CareMore Health Plan,"WellPoint, Inc.",80%,75%,91%,89%,83%,76%,65%,77%,53%,94%,82%,78%,84%,51%,69%,96%,84%,56%,79%,64%,35%,65%,9%,81%,72%,89%,84%,88%,80%,0.18,40,8%,Medicare shows only a Star Rating for this topic,96%,92%,91%
H0545,Local CCP,"INTER VALLEY HEALTH PLAN, INC.",Inter Valley Health Plan,InterValley Health Plan,78%,68%,88%,91%,78%,74%,65%,75%,49%,92%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25%,64%,93%,79%,55%,73%,77%,30%,55%,10%,83%,74%,92%,86%,91%,82%,0.06,80,6%,Medicare shows only a Star Rating for this topic,100%,88%,99%
H0562,Local CCP,"HEALTH NET OF CALIFORNIA,INC.",Health Net of California,"Health Net, Inc.",79%,77%,91%,90%,67%,75%,62%,79%,52%,87%,100%,69%,77%,30%,71%,95%,81%,60%,70%,77%,33%,66%,11%,84%,76%,87%,86%,87%,85%,0.21,80,8%,Medicare shows only a Star Rating for this topic,86%,89%,79%
H0564,Local CCP,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,"WellPoint, Inc.",74%,65%,94%,91%,58%,71%,63%,79%,42%,86%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22%,61%,94%,83%,60%,63%,71%,25%,57%,9%,80%,74%,85%,85%,82%,84%,0.78,60,13%,Medicare shows only a Star Rating for this topic,25%,Not enough data available,97%
H0571,Local CCP,CHINESE COMMUNITY HEALTH PLAN,Chinese Community Health Plan,Chinese Hospital Association,79%,65%,87%,86%,72%,83%,67%,80%,52%,94%,93%,72%,79%,34%,83%,91%,83%,60%,91%,44%,27%,70%,11%,85%,69%,89%,82%,85%,81%,0.02,60,5%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,80%
H0602,1876 Cost,ROCKY MOUNTAIN HEALTH MAINTENANCE ORGANIZATION,Rocky Mountain Health Plans,"Rocky Mountain HMO, Inc.",68%,73%,88%,85%,70%,78%,64%,75%,50%,80%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17%,71%,83%,84%,61%,77%,75%,38%,57%,Plan not required to report measure,86%,78%,92%,87%,87%,86%,0.05,100,4%,Medicare shows only a Star Rating for this topic,90%,86%,Plan not required to report measure
H0609,Local CCP,"PACIFICARE OF COLORADO, INC",UnitedHealthcare,"UnitedHealth Group, Inc.",65%,62%,91%,89%,68%,81%,65%,80%,50%,70%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,65%,91%,84%,58%,61%,78%,37%,58%,10%,86%,77%,84%,86%,85%,86%,0.21,0,4%,Medicare shows only a Star Rating for this topic,82%,86%,96%
H0620,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",34%,26%,Not enough data available,72%,67%,Plan too small to be measured,61%,74%,43%,99%,94%,100%,100%,10%,86%,87%,69%,45%,Not enough data available,Not enough data available,45%,78%,6%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.07,0,3%,Medicare shows only a Star Rating for this topic,85%,Not enough data available,92%
H0621,Local CCP,COLORADO ACCESS,Colorado Access Advantage,Colorado Access,57%,54%,83%,76%,72%,72%,67%,78%,48%,86%,76%,49%,76%,13%,68%,86%,61%,40%,61%,77%,34%,67%,13%,84%,76%,86%,84%,85%,81%,0.10,80,6%,Medicare shows only a Star Rating for this topic,92%,Not enough data available,93%
H0624,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",53%,49%,76%,76%,57%,69%,64%,78%,47%,74%,67%,31%,33%,3%,57%,84%,66%,47%,61%,69%,38%,75%,12%,80%,77%,82%,83%,85%,82%,0.14,0,9%,Medicare shows only a Star Rating for this topic,86%,Not enough data available,92%
H0630,Local CCP,KAISER FOUNDATION HP OF CO,Kaiser Permanente,"Kaiser Foundation Health Plan, Inc.",86%,83%,98%,94%,79%,82%,66%,81%,53%,94%,77%,76%,65%,55%,90%,96%,87%,73%,86%,90%,38%,55%,10%,88%,84%,91%,87%,90%,86%,0.11,100,2%,Medicare shows only a Star Rating for this topic,94%,94%,100%
H0657,1876 Cost,COLORADO CHOICE HEALTH PLANS,Colorado Choice Health Plans,Colorado Choice Health Plans,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,71%,62%,79%,37%,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,25%,49%,Plan too small to be measured,84%,77%,93%,83%,85%,84%,Not enough data available,100,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Plan not required to report measure
H0710,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",67%,52%,89%,81%,80%,Plan too small to be measured,66%,80%,49%,69%,95%,97%,97%,13%,73%,89%,66%,49%,56%,Not enough data available,Not enough data available,79%,10%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.19,0,1%,Medicare shows only a Star Rating for this topic,94%,96%,92%
H0712,Local CCP,"WELLCARE OF CONNECTICUT, INC.",WellCare,"WellCare Health Plans, Inc.",74%,72%,79%,84%,67%,69%,69%,77%,52%,80%,68%,33%,45%,Not enough data available,66%,87%,67%,49%,59%,81%,22%,64%,15%,80%,75%,84%,83%,82%,84%,0.43,80,13%,Medicare shows only a Star Rating for this topic,94%,97%,89%
H0755,Local CCP,"OXFORD HEALTH PLANS (CT), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",68%,61%,91%,88%,70%,77%,74%,79%,46%,70%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,69%,89%,73%,55%,64%,73%,37%,59%,12%,87%,76%,89%,87%,86%,86%,0.18,0,9%,Medicare shows only a Star Rating for this topic,89%,93%,96%
H0773,Demo,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Connect,Health Alliance Medical Plans,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0811,Demo,"GUILDNET, INC.",GuildNet Gold Plus,Jewish Guild Healthcare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0838,Local CCP,"UNIVERSAL CARE, INC.",Brand New Day,"Universal Care, Inc",60%,32%,Not enough data available,85%,63%,67%,Not enough data available,Not enough data available,Not enough data available,92%,63%,97%,19%,Not enough data available,58%,83%,61%,39%,53%,Not enough data available,Not enough data available,Not enough data available,11%,Not enough data available,73%,83%,82%,83%,77%,0.32,80,13%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,77%
H0840,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0879,Local CCP,CRESTPOINT HEALTH INSURANCE COMPANY,CrestPoint Health Insurance Company,Mountain States Health Alliance,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,85%
H0901,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,20,Not enough data available,Not enough data available,Not enough data available,Not enough data available,95%
H0908,Local CCP,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Advantage by Buckeye Community Health Plan,Centene Corporation,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,58%,Not enough data available,Not enough data available,Not enough data available,Plan too small to be measured,48%,28%,36%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,Not enough data available,Plan too small to be measured,Not enough data available,75%,85%,Not enough data available,83%,Not enough data available,0.33,31,18%,Not enough data available,Not enough data available,Not enough data available,95%
H0913,Local CCP,"WELLCARE HEALTH PLANS OF NEW JERSEY, INC.",WellCare,"WellCare Health Plans, Inc.",72%,62%,89%,91%,56%,59%,65%,77%,48%,71%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,61%,93%,66%,44%,53%,Not enough data available,Not enough data available,68%,12%,Not enough data available,66%,77%,81%,78%,81%,0.20,60,25%,Medicare shows only a Star Rating for this topic,87%,100%,89%
H0927,Demo,HEALTH CARE SERVICE CORPORATION,Blue Cross Blue Shield of IL,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0979,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","America's 1st Choice Holdings of N.C., LLC",71%,46%,86%,85%,73%,72%,59%,71%,52%,65%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,62%,83%,57%,39%,50%,Not enough data available,38%,58%,11%,87%,76%,89%,87%,85%,88%,1.00,100,19%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,94%
