2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0490,Local CCP,"Molina Healthcare, Inc.,",Molina Healthcare of Ohio,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0496,PFFS,Summa Health System,SummaCare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H0502,1876 Cost,Contra Costa Health Services,Contra Costa Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0504,Local CCP,Blue Shield of California,Blue Shield of California,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H0523,Local CCP,Aetna Inc.,Aetna Medicare,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H0524,Local CCP,"Kaiser Foundation Health Plan, Inc.",Kaiser Permanente Senior Advantage,5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H0532,Local CCP,Western Health Advantage,Western Health Advantage,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,4 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H0540,PFFS,"Wellpoint, Inc.",Unicare Life & Health Ins. Company,3 out of 5 stars,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H0542,National PACE,Altamed Health Services Corporation,AltaMed Senior BuenaCare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H0543,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,5 stars,4 out of 5 stars,4 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H0544,Local CCP,CareMore Medical Enterprises,CareMore Health Plan,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,4 out of 5 stars,Not available,5 stars,5 stars,5 stars
H0545,Local CCP,InterValley Health Plan,Inter Valley Health Plan,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,5 stars
H0562,Local CCP,"Health Net, Inc.",Health Net of CA,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H0564,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross,2 out of 5 stars,5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H0571,Local CCP,Chinese Hospital Association,Chinese Community Health Plan,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,5 stars,4 out of 5 stars,5 stars,5 stars,2 out of 5 stars,5 stars,5 stars,4 out of 5 stars
H0602,1876 Cost,"Rocky Mountain Health Maintenance , Inc.",Rocky Mountain Health Plans,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
